name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage_kmpl,engine_cc,max_power_bhp,seats,brand,model,model_variants,km_driven_bin,engine_bin,mileage_bin
Hyundai Verna 1.6 SX VTVT AT,2013,450000,100000,Petrol,Individual,Automatic,Second Owner,15.74,1591,121.3,5.0,Hyundai,Verna,1.6 SX VTVT AT,90000 km - 100000 km,1500 cc - 1600 cc,15 kmpl - 20 kmpl
Volkswagen Polo 1.5 TDI Highline,2014,391000,120000,Diesel,Individual,Manual,Second Owner,20.14,1498,88.8,5.0,Volkswagen,Polo,1.5 TDI Highline,110000 km - 120000 km,1400 cc - 1500 cc,20 kmpl - 25 kmpl
Chevrolet Enjoy TCDi LT 7 Seater,2013,380000,70000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.8,7.0,Chevrolet,Enjoy,TCDi LT 7 Seater,60000 km - 70000 km,1200 cc - 1300 cc,15 kmpl - 20 kmpl
Maruti Wagon R LXI Minor,2010,170000,90000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,5.0,Maruti,Wagon,R LXI Minor,80000 km - 90000 km,1000 cc - 1100 cc,15 kmpl - 20 kmpl
Tata Sumo MKII GX BS IV,2011,250000,90000,Diesel,Individual,Manual,Second Owner,13.55,2179,118.35,7.0,Tata,Sumo,MKII GX BS IV,80000 km - 90000 km,2100 cc - 2200 cc,10 kmpl - 15 kmpl
Toyota Innova Crysta 2.5 VX BS IV,2011,800000,60000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,7.0,Toyota,Innova,Crysta 2.5 VX BS IV,50000 km - 60000 km,2400 cc - 2500 cc,10 kmpl - 15 kmpl
Toyota Fortuner 4x2 Manual,2014,1380000,150000,Diesel,Individual,Manual,First Owner,13.0,2982,168.5,7.0,Toyota,Fortuner,4x2 Manual,140000 km - 150000 km,nan,10 kmpl - 15 kmpl
Mahindra Thar CRDe AC,2014,700000,24000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,6.0,Mahindra,Thar,CRDe AC,20000 km - 30000 km,2400 cc - 2500 cc,15 kmpl - 20 kmpl
Honda Mobilio S i DTEC,2016,450000,100000,Diesel,Individual,Manual,Second Owner,24.2,1498,98.6,7.0,Honda,Mobilio,S i DTEC,90000 km - 100000 km,1400 cc - 1500 cc,20 kmpl - 25 kmpl
Mahindra KUV 100 G80 K8,2018,650000,6000,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,6.0,Mahindra,KUV,100 G80 K8,0 km - 10000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Mahindra XUV500 W8 2WD,2013,950000,49700,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7.0,Mahindra,XUV500,W8 2WD,40000 km - 50000 km,2100 cc - 2200 cc,15 kmpl - 20 kmpl
Toyota Innova 2.5 E Diesel MS 7-seater,2007,626000,80000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7.0,Toyota,Innova,2.5 E Diesel MS 7-seater,70000 km - 80000 km,2400 cc - 2500 cc,10 kmpl - 15 kmpl
Maruti Swift Dzire AMT VXI,2019,600000,10000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,5.0,Maruti,Swift,Dzire AMT VXI,0 km - 10000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Renault KWID RXT Optional,2019,290000,21000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,Renault,KWID,RXT Optional,20000 km - 30000 km,700 cc - 800 cc,25 kmpl - 30 kmpl
Maruti Alto K10 2010-2014 VXI,2013,215000,25000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5.0,Maruti,Alto,K10 2010-2014 VXI,20000 km - 30000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Renault KWID RXT Optional,2016,250000,22000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,Renault,KWID,RXT Optional,20000 km - 30000 km,700 cc - 800 cc,25 kmpl - 30 kmpl
Maruti Ertiga SHVS ZDI Plus,2017,750000,50000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7.0,Maruti,Ertiga,SHVS ZDI Plus,40000 km - 50000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Maruti Alto K10 VXI,2016,250000,20000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5.0,Maruti,Alto,K10 VXI,10000 km - 20000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Honda BRV i-VTEC V CVT,2017,950000,15000,Petrol,Individual,Automatic,First Owner,15.4,1497,117.3,7.0,Honda,BRV,i-VTEC V CVT,10000 km - 20000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Ford Figo Aspire 1.5 TDCi Titanium,2018,793000,30000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5.0,Ford,Figo,Aspire 1.5 TDCi Titanium,20000 km - 30000 km,1400 cc - 1500 cc,25 kmpl - 30 kmpl
Hyundai Creta 1.6 CRDi SX Option,2015,750000,74000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5.0,Hyundai,Creta,1.6 CRDi SX Option,70000 km - 80000 km,1500 cc - 1600 cc,15 kmpl - 20 kmpl
Honda Jazz V CVT,2017,725000,6550,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,5.0,Honda,Jazz,V CVT,0 km - 10000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Hyundai Grand i10 CRDi Sportz,2016,480000,30000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,5.0,Hyundai,Grand,i10 CRDi Sportz,20000 km - 30000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,5.0,Jaguar,XE,2016-2019 2.0L Diesel Prestige,0 km - 10000 km,1900 cc - 2000 cc,10 kmpl - 15 kmpl
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5.0,Lexus,ES,300h,10000 km - 20000 km,2400 cc - 2500 cc,20 kmpl - 25 kmpl
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,5.0,Jaguar,XF,2.0 Diesel Portfolio,40000 km - 50000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7.0,Tata,Safari,Storme EX,100000 km - 110000 km,2100 cc - 2200 cc,10 kmpl - 15 kmpl
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,5.0,Volvo,XC40,D4 Inscription BSIV,10000 km - 20000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5.0,Toyota,Camry,2.5 Hybrid,60000 km - 70000 km,2400 cc - 2500 cc,15 kmpl - 20 kmpl
Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5.0,Maruti,Wagon,R LXI,50000 km - 60000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5.0,Maruti,Baleno,Alpha 1.3,30000 km - 40000 km,1200 cc - 1300 cc,25 kmpl - 30 kmpl
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5.0,Honda,Jazz,VX,50000 km - 60000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7.0,Toyota,Innova,2.5 VX (Diesel) 7 Seater,70000 km - 80000 km,2400 cc - 2500 cc,10 kmpl - 15 kmpl
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5.0,Maruti,Swift,AMT VVT VXI,0 km - 10000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5.0,Toyota,Etios,VX,20000 km - 30000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5.0,Maruti,Swift,AMT ZXI,60000 km - 70000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5.0,Hyundai,Grand,i10 1.2 CRDi Sportz,50000 km - 60000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5.0,BMW,X4,M Sport X xDrive20d,0 km - 10000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5.0,BMW,X4,M Sport X xDrive20d,0 km - 10000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5.0,Honda,Amaze,V CVT Petrol BSIV,0 km - 10000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5.0,Skoda,Rapid,1.6 MPI AT Elegance,10000 km - 20000 km,1500 cc - 1600 cc,10 kmpl - 15 kmpl
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5.0,Volvo,V40,D3 R-Design,0 km - 10000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Hyundai Verna VTVT 1.6 AT SX Option,2017,990000,20000,Petrol,Individual,Automatic,First Owner,17.0,1591,121.3,5.0,Hyundai,Verna,VTVT 1.6 AT SX Option,10000 km - 20000 km,1500 cc - 1600 cc,15 kmpl - 20 kmpl
Maruti Swift Dzire VDI,2012,370000,68000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5.0,Maruti,Swift,Dzire VDI,60000 km - 70000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Chevrolet Sail Hatchback 1.2 LS,2014,300000,60175,Petrol,Individual,Manual,First Owner,18.2,1199,82.5,5.0,Chevrolet,Sail,Hatchback 1.2 LS,60000 km - 70000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Hyundai EON Era,2012,250000,25000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,Hyundai,EON,Era,20000 km - 30000 km,800 cc - 900 cc,20 kmpl - 25 kmpl
Ford Figo Aspire 1.5 TDCi Titanium,2017,700000,49957,Diesel,Dealer,Manual,First Owner,25.83,1498,99.0,5.0,Ford,Figo,Aspire 1.5 TDCi Titanium,40000 km - 50000 km,1400 cc - 1500 cc,25 kmpl - 30 kmpl
Ford Figo 1.5 Sports Edition MT,2017,600000,43235,Diesel,Dealer,Manual,First Owner,24.29,1498,99.0,5.0,Ford,Figo,1.5 Sports Edition MT,40000 km - 50000 km,1400 cc - 1500 cc,20 kmpl - 25 kmpl
Ford EcoSport 1.5 TDCi Titanium Plus BE BSIV,2018,925000,50699,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59,5.0,Ford,EcoSport,1.5 TDCi Titanium Plus BE BSIV,50000 km - 60000 km,1400 cc - 1500 cc,20 kmpl - 25 kmpl
Hyundai i20 Active 1.4 SX,2016,700000,111000,Diesel,Individual,Manual,Second Owner,21.19,1396,88.73,5.0,Hyundai,i20,Active 1.4 SX,110000 km - 120000 km,1300 cc - 1400 cc,20 kmpl - 25 kmpl
Maruti Baleno RS 1.0 Petrol,2018,700000,48000,Petrol,Individual,Manual,Second Owner,21.1,998,100.5,5.0,Maruti,Baleno,RS 1.0 Petrol,40000 km - 50000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Maruti Swift Vdi BSIII,2007,185000,90000,Diesel,Individual,Manual,Fourth & Above Owner,17.8,1248,75.0,5.0,Maruti,Swift,Vdi BSIII,80000 km - 90000 km,1200 cc - 1300 cc,15 kmpl - 20 kmpl
Tata Sumo Gold EX,2015,434999,80000,Diesel,Individual,Manual,First Owner,15.3,2956,83.83,7.0,Tata,Sumo,Gold EX,70000 km - 80000 km,nan,15 kmpl - 20 kmpl
Ford Figo 1.2P Titanium MT,2017,400000,100000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5.0,Ford,Figo,1.2P Titanium MT,90000 km - 100000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Ford Figo Diesel Titanium,2011,180000,90000,Diesel,Individual,Manual,Third Owner,20.0,1399,68.0,5.0,Ford,Figo,Diesel Titanium,80000 km - 90000 km,1300 cc - 1400 cc,15 kmpl - 20 kmpl
Maruti Swift Dzire VDI,2015,600000,50000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5.0,Maruti,Swift,Dzire VDI,40000 km - 50000 km,1200 cc - 1300 cc,25 kmpl - 30 kmpl
Toyota Etios Liva GD,2014,320000,90000,Diesel,Individual,Manual,Third Owner,23.59,1364,67.06,5.0,Toyota,Etios,Liva GD,80000 km - 90000 km,1300 cc - 1400 cc,20 kmpl - 25 kmpl
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2016,1689999,120000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,8.0,Toyota,Innova,Crysta 2.4 VX MT 8S BSIV,110000 km - 120000 km,2300 cc - 2400 cc,10 kmpl - 15 kmpl
Volkswagen Vento Petrol Highline AT,2011,250000,140000,Petrol,Individual,Automatic,Second Owner,14.4,1598,103.6,5.0,Volkswagen,Vento,Petrol Highline AT,130000 km - 140000 km,1500 cc - 1600 cc,10 kmpl - 15 kmpl
Tata Tigor 2017-2020 XZ Plus,2019,650000,20000,Petrol,Individual,Manual,First Owner,20.3,1199,83.81,5.0,Tata,Tigor,2017-2020 XZ Plus,10000 km - 20000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Toyota Corolla Altis 1.8 J,2009,340000,82000,Petrol,Individual,Manual,Second Owner,14.53,1798,138.0,5.0,Toyota,Corolla,Altis 1.8 J,80000 km - 90000 km,1700 cc - 1800 cc,10 kmpl - 15 kmpl
Ambassador Grand 2000 DSZ PW CL,2008,200000,80000,Diesel,Individual,Manual,Third Owner,13.5,1995,52.0,5.0,Ambassador,Grand,2000 DSZ PW CL,70000 km - 80000 km,1900 cc - 2000 cc,10 kmpl - 15 kmpl
Maruti Vitara Brezza ZDi Plus,2017,869999,40000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5.0,Maruti,Vitara,Brezza ZDi Plus,30000 km - 40000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Maruti Ertiga SHVS ZDI Plus,2017,795000,120000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7.0,Maruti,Ertiga,SHVS ZDI Plus,110000 km - 120000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Maruti Vitara Brezza ZDi Plus,2017,869999,60000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5.0,Maruti,Vitara,Brezza ZDi Plus,50000 km - 60000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Maruti Ritz LDi,2010,200000,70000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,5.0,Maruti,Ritz,LDi,60000 km - 70000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Hyundai Verna 1.6 CRDi SX,2017,800000,45500,Diesel,Individual,Manual,Second Owner,23.9,1582,126.2,5.0,Hyundai,Verna,1.6 CRDi SX,40000 km - 50000 km,1500 cc - 1600 cc,20 kmpl - 25 kmpl
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1100000,120000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,8.0,Toyota,Innova,2.5 VX (Diesel) 8 Seater,110000 km - 120000 km,2400 cc - 2500 cc,10 kmpl - 15 kmpl
Maruti Alto LXi,2008,114999,100000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,Maruti,Alto,LXi,90000 km - 100000 km,700 cc - 800 cc,15 kmpl - 20 kmpl
Maruti Ertiga VDI,2013,500000,92000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7.0,Maruti,Ertiga,VDI,90000 km - 100000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Maruti Swift VDI BSIV,2014,700000,141000,Diesel,Individual,Manual,Fourth & Above Owner,25.2,1248,74.0,5.0,Maruti,Swift,VDI BSIV,140000 km - 150000 km,1200 cc - 1300 cc,25 kmpl - 30 kmpl
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1516000,120000,Diesel,Individual,Automatic,First Owner,11.36,2755,171.5,7.0,Toyota,Innova,Crysta 2.8 ZX AT BSIV,110000 km - 120000 km,2700 cc - 2800 cc,10 kmpl - 15 kmpl
Datsun RediGO T Option,2016,200000,35000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,5.0,Datsun,RediGO,T Option,30000 km - 40000 km,700 cc - 800 cc,20 kmpl - 25 kmpl
Honda Amaze VX i-VTEC,2015,450000,50000,Petrol,Individual,Manual,First Owner,17.8,1198,86.7,5.0,Honda,Amaze,VX i-VTEC,40000 km - 50000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Tata Nexon 1.5 Revotorq XM,2018,850000,9500,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5.0,Tata,Nexon,1.5 Revotorq XM,0 km - 10000 km,1400 cc - 1500 cc,20 kmpl - 25 kmpl
Maruti Eeco 7 Seater Standard BSIV,2019,359000,5500,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,7.0,Maruti,Eeco,7 Seater Standard BSIV,0 km - 10000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Renault KWID RXT,2017,320000,28000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,Renault,KWID,RXT,20000 km - 30000 km,700 cc - 800 cc,25 kmpl - 30 kmpl
Tata Indica GLS BS IV,2009,110000,113000,Petrol,Individual,Manual,First Owner,15.3,1193,65.3,5.0,Tata,Indica,GLS BS IV,110000 km - 120000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Maruti Eeco 5 STR With AC Plus HTR CNG,2011,209000,1,CNG,Individual,Manual,Fourth & Above Owner,15.1,1196,73.0,5.0,Maruti,Eeco,5 STR With AC Plus HTR CNG,0 km - 10000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Tata Manza Aura (ABS) Safire,2010,169000,100000,Petrol,Individual,Manual,Second Owner,15.0,1368,90.0,5.0,Tata,Manza,Aura (ABS) Safire,90000 km - 100000 km,1300 cc - 1400 cc,10 kmpl - 15 kmpl
Hyundai Grand i10 CRDi Magna,2014,400000,50074,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,5.0,Hyundai,Grand,i10 CRDi Magna,50000 km - 60000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Hyundai i20 Asta 1.4 CRDi,2014,600000,100000,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396,88.73,5.0,Hyundai,i20,Asta 1.4 CRDi,90000 km - 100000 km,1300 cc - 1400 cc,20 kmpl - 25 kmpl
Maruti Eeco 7 Seater Standard BSIV,2017,350000,35000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,7.0,Maruti,Eeco,7 Seater Standard BSIV,30000 km - 40000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,990000,60000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5.0,Ford,EcoSport,1.5 Diesel Titanium BSIV,50000 km - 60000 km,1400 cc - 1500 cc,20 kmpl - 25 kmpl
Mercedes-Benz E-Class E250 CDI Elegance,2011,1600000,70000,Diesel,Individual,Automatic,First Owner,14.21,2143,203.0,5.0,Mercedes-Benz,E-Class,E250 CDI Elegance,60000 km - 70000 km,2100 cc - 2200 cc,10 kmpl - 15 kmpl
Tata Hexa XT,2017,1400000,70000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7.0,Tata,Hexa,XT,60000 km - 70000 km,2100 cc - 2200 cc,15 kmpl - 20 kmpl
Maruti Baleno Zeta Automatic,2017,745000,10000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5.0,Maruti,Baleno,Zeta Automatic,0 km - 10000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Skoda Kodiaq 2.0 TDI Style,2018,2800000,40000,Diesel,Individual,Automatic,First Owner,16.25,1968,148.0,7.0,Skoda,Kodiaq,2.0 TDI Style,30000 km - 40000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Maruti Swift LDI SP Limited Edition,2015,500000,35000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5.0,Maruti,Swift,LDI SP Limited Edition,30000 km - 40000 km,1200 cc - 1300 cc,25 kmpl - 30 kmpl
Maruti Wagon R VXI AMT Opt 1.2,2019,540000,5000,Petrol,Individual,Automatic,First Owner,20.52,1197,81.8,5.0,Maruti,Wagon,R VXI AMT Opt 1.2,0 km - 10000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Toyota Innova Crysta 2.4 VX MT BSIV,2016,1850000,33000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,7.0,Toyota,Innova,Crysta 2.4 VX MT BSIV,30000 km - 40000 km,2300 cc - 2400 cc,10 kmpl - 15 kmpl
Tata Bolt Quadrajet XE,2017,600000,27000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,5.0,Tata,Bolt,Quadrajet XE,20000 km - 30000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Ford Freestyle Titanium Petrol BSIV,2018,690000,25000,Petrol,Individual,Manual,First Owner,19.0,1194,94.68,5.0,Ford,Freestyle,Titanium Petrol BSIV,20000 km - 30000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Maruti Swift VDI BSIV,2016,630000,30154,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5.0,Maruti,Swift,VDI BSIV,30000 km - 40000 km,1200 cc - 1300 cc,25 kmpl - 30 kmpl
Hyundai Xcent 1.2 VTVT SX Option,2018,640000,20000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5.0,Hyundai,Xcent,1.2 VTVT SX Option,10000 km - 20000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Volvo S90 D4 Inscription BSIV,2019,5500000,17000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,5.0,Volvo,S90,D4 Inscription BSIV,10000 km - 20000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Ford Endeavour 2.2 Titanium AT 4X2,2016,2100000,85000,Diesel,Individual,Automatic,Second Owner,12.62,2198,158.0,7.0,Ford,Endeavour,2.2 Titanium AT 4X2,80000 km - 90000 km,2100 cc - 2200 cc,10 kmpl - 15 kmpl
Maruti Swift VXI Deca,2016,500000,100000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5.0,Maruti,Swift,VXI Deca,90000 km - 100000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Maruti Alto 800 LXI,2017,310000,54000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5.0,Maruti,Alto,800 LXI,50000 km - 60000 km,700 cc - 800 cc,20 kmpl - 25 kmpl
Mahindra TUV 300 T6 Plus,2015,600000,80000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7.0,Mahindra,TUV,300 T6 Plus,70000 km - 80000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Maruti 800 AC,1999,40000,100000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4.0,Maruti,800,AC,90000 km - 100000 km,700 cc - 800 cc,15 kmpl - 20 kmpl
Hyundai Xcent 1.2 CRDi S,2018,620000,70000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,5.0,Hyundai,Xcent,1.2 CRDi S,60000 km - 70000 km,1100 cc - 1200 cc,25 kmpl - 30 kmpl
Maruti Baleno Zeta 1.3,2018,760000,50000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5.0,Maruti,Baleno,Zeta 1.3,40000 km - 50000 km,1200 cc - 1300 cc,25 kmpl - 30 kmpl
Hyundai Verna CRDi 1.6 SX Option,2018,1200000,40000,Diesel,Individual,Manual,First Owner,22.0,1582,126.2,5.0,Hyundai,Verna,CRDi 1.6 SX Option,30000 km - 40000 km,1500 cc - 1600 cc,20 kmpl - 25 kmpl
Maruti Baleno Zeta 1.3,2018,760000,50000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5.0,Maruti,Baleno,Zeta 1.3,40000 km - 50000 km,1200 cc - 1300 cc,25 kmpl - 30 kmpl
Hyundai i10 Sportz Option,2012,300000,45000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5.0,Hyundai,i10,Sportz Option,40000 km - 50000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Tata Tiago 1.2 Revotron XZ Plus Dual Tone,2019,500000,5000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,Tata,Tiago,1.2 Revotron XZ Plus Dual Tone,0 km - 10000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Chevrolet Beat LT,2012,120000,70000,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4,5.0,Chevrolet,Beat,LT,60000 km - 70000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Hyundai EON D Lite Plus,2017,350000,26263,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,Hyundai,EON,D Lite Plus,20000 km - 30000 km,800 cc - 900 cc,20 kmpl - 25 kmpl
Mahindra KUV 100 mFALCON G80 K4 Plus 5str,2016,350000,100000,Petrol,Individual,Manual,Second Owner,18.15,1198,82.0,5.0,Mahindra,KUV,100 mFALCON G80 K4 Plus 5str,90000 km - 100000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Toyota Innova 2.5 G (Diesel) 7 Seater,2012,730000,250000,Diesel,Individual,Manual,First Owner,12.99,2494,100.0,7.0,Toyota,Innova,2.5 G (Diesel) 7 Seater,240000 km - 250000 km,2400 cc - 2500 cc,10 kmpl - 15 kmpl
Renault Duster 110PS Diesel RxZ,2018,1050000,18000,Diesel,Dealer,Manual,First Owner,19.6,1461,108.45,5.0,Renault,Duster,110PS Diesel RxZ,10000 km - 20000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Hyundai Verna SX Diesel,2013,550000,80000,Diesel,Dealer,Manual,First Owner,25.0,1493,113.42,5.0,Hyundai,Verna,SX Diesel,70000 km - 80000 km,1400 cc - 1500 cc,20 kmpl - 25 kmpl
Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,2016,675000,108000,Diesel,Dealer,Manual,First Owner,23.65,1248,88.5,5.0,Maruti,SX4,S Cross 2015-2017 DDiS 200 Sigma,100000 km - 110000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,2015,1400000,170000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7.0,Toyota,Innova,2.5 ZX Diesel 7 Seater BSIII,160000 km - 170000 km,2400 cc - 2500 cc,10 kmpl - 15 kmpl
