brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,model,km_driven_binned,engine_binned,mileage_binned,max_power_binned
Hyundai,2012,140000,20000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,EON,20000-29999,800-899,20-24.990000000000002,40-59
Hyundai,2019,550000,3000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5.0,Xcent,0-9999,1100-1199,20-24.990000000000002,80-99
Honda,2019,670000,20000,Petrol,Individual,Manual,First Owner,19.5,1199,88.76,5.0,Amaze,20000-29999,1100-1199,15-19.990000000000002,80-99
Maruti,2017,880000,25000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5.0,Vitara,20000-29999,1200-1299,20-24.990000000000002,80-99
Ford,2018,950000,35000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5.0,EcoSport,30000-39999,1400-1499,20-24.990000000000002,80-99
Chevrolet,2010,300000,60000,Diesel,Individual,Manual,First Owner,18.3,1991,147.9,5.0,Cruze,60000-69999,1900-1999,15-19.990000000000002,140-159
Honda,2017,1150000,6825,Petrol,Individual,Automatic,First Owner,18.0,1497,117.6,5.0,City,0-9999,1400-1499,15-19.990000000000002,100-119
Chevrolet,2015,450000,155000,Diesel,Individual,Automatic,First Owner,14.81,1998,163.7,5.0,Cruze,150000-159999,1900-1999,10-14.99,160-179
Maruti,2018,375000,50000,CNG,Individual,Manual,First Owner,21.94,1196,61.7,5.0,Eeco,50000-59999,1100-1199,20-24.990000000000002,60-79
Maruti,2016,600000,13500,Petrol,Individual,Manual,First Owner,17.5,1373,91.1,7.0,Ertiga,10000-19999,1300-1399,15-19.990000000000002,80-99
Toyota,2008,700000,260000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,8.0,Innova,260000-269999,2400-2499,10-14.99,100-119
Hyundai,2018,600000,65000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,5.0,Xcent,60000-69999,1100-1199,25-29.990000000000002,60-79
Mahindra,2014,630000,95000,Diesel,Individual,Manual,Second Owner,14.02,2179,118.3,8.0,Xylo,90000-99999,2100-2199,10-14.99,100-119
Maruti,2016,590000,40000,Petrol,Individual,Manual,Second Owner,20.73,1373,91.1,5.0,Ciaz,40000-49999,1300-1399,20-24.990000000000002,80-99
Hyundai,2019,420000,30000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,5.0,Santro,30000-39999,1000-1099,20-24.990000000000002,60-79
Mitsubishi,2016,1950000,120000,Diesel,Individual,Manual,First Owner,13.5,2477,175.56,7.0,Pajero,120000-129999,2400-2499,10-14.99,160-179
Tata,2013,541000,112011,Diesel,Individual,Manual,First Owner,13.93,2179,138.1,7.0,New,110000-119999,2100-2199,10-14.99,120-139
Toyota,2015,900000,125000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7.0,Innova,120000-129999,2400-2499,10-14.99,100-119
Tata,2009,250000,43000,Diesel,Individual,Manual,First Owner,18.8,1248,90.0,5.0,Manza,40000-49999,1200-1299,15-19.990000000000002,80-99
Mahindra,2019,670000,53534,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7.0,Bolero,50000-59999,2500-2599,15-19.990000000000002,60-79
Tata,2019,530000,20000,Petrol,Individual,Manual,First Owner,20.3,1199,83.81,5.0,Tigor,20000-29999,1100-1199,20-24.990000000000002,80-99
Chevrolet,2012,150000,70000,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,5.0,Beat,70000-79999,900-999,25-29.990000000000002,40-59
Mahindra,2013,550000,70000,Diesel,Individual,Manual,Third Owner,15.1,2179,140.0,7.0,XUV500,70000-79999,2100-2199,15-19.990000000000002,140-159
Mahindra,2015,650000,150000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7.0,Scorpio,150000-159999,1900-1999,15-19.990000000000002,120-139
Tata,2012,180000,100000,Diesel,Individual,Manual,Second Owner,19.4,1405,70.0,5.0,Indica,100000-109999,1400-1499,15-19.990000000000002,60-79
Mahindra,2015,585000,50000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,7.0,Thar,50000-59999,2400-2499,15-19.990000000000002,100-119
Hyundai,2013,345000,120000,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,5.0,i20,120000-129999,1100-1199,15-19.990000000000002,80-99
Maruti,2013,350000,110000,Diesel,Individual,Manual,Third Owner,22.9,1248,74.0,5.0,Swift,110000-119999,1200-1299,20-24.990000000000002,60-79
Honda,2016,725000,140000,Petrol,Individual,Manual,First Owner,15.4,1497,117.3,7.0,BRV,140000-149999,1400-1499,15-19.990000000000002,100-119
Tata,2012,250000,120000,Diesel,Individual,Manual,First Owner,15.42,1405,70.0,7.0,Venture,120000-129999,1400-1499,15-19.990000000000002,60-79
Maruti,2002,45000,70000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4.0,800,70000-79999,700-799,15-19.990000000000002,20-39
Toyota,2007,409999,248119,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,8.0,Innova,240000-249999,2400-2499,10-14.99,100-119
Renault,2017,325000,16500,Petrol,Individual,Manual,Second Owner,23.01,999,67.0,5.0,KWID,10000-19999,900-999,20-24.990000000000002,60-79
Maruti,2016,350000,9900,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5.0,Alto,0-9999,900-999,20-24.990000000000002,60-79
Maruti,2012,180000,80000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5.0,Alto,80000-89999,700-799,15-19.990000000000002,40-59
Fiat,2010,150000,100000,Petrol,Individual,Manual,Second Owner,16.0,1368,90.0,5.0,Linea,100000-109999,1300-1399,15-19.990000000000002,80-99
Maruti,2020,700000,20000,Petrol,Individual,Manual,First Owner,23.26,1197,88.5,5.0,Dzire,20000-29999,1100-1199,20-24.990000000000002,80-99
Maruti,2016,795000,90000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5.0,Ciaz,90000-99999,1200-1299,25-29.990000000000002,80-99
Mahindra,2019,950000,15000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,6.0,Thar,10000-19999,2400-2499,15-19.990000000000002,100-119
Volkswagen,2018,885000,75000,Diesel,Individual,Automatic,First Owner,21.5,1498,108.5,5.0,Vento,70000-79999,1400-1499,20-24.990000000000002,100-119
Maruti,2011,160000,140000,Diesel,Individual,Manual,First Owner,21.1,1248,73.9,5.0,Ritz,140000-149999,1200-1299,20-24.990000000000002,60-79
Hyundai,2012,300000,120000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,5.0,i20,120000-129999,1300-1399,20-24.990000000000002,80-99
Volkswagen,2018,950000,75000,Diesel,Individual,Automatic,First Owner,21.5,1498,108.5,5.0,Vento,70000-79999,1400-1499,20-24.990000000000002,100-119
Maruti,2015,549000,90000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7.0,Ertiga,90000-99999,1200-1299,20-24.990000000000002,80-99
Audi,2018,3000000,20000,Diesel,Individual,Automatic,First Owner,20.38,1968,143.0,5.0,A3,20000-29999,1900-1999,20-24.990000000000002,140-159
Toyota,2015,1200000,61000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7.0,Innova,60000-69999,2400-2499,10-14.99,100-119
Renault,2012,570000,100000,Diesel,Individual,Manual,Second Owner,21.8,1461,78.0,5.0,Fluence,100000-109999,1400-1499,20-24.990000000000002,60-79
Mahindra,2017,800000,60000,Diesel,Individual,Manual,Second Owner,16.55,2498,105.0,6.0,Thar,60000-69999,2400-2499,15-19.990000000000002,100-119
Hyundai,2009,375000,100000,Diesel,Individual,Manual,First Owner,18.1,1493,110.0,5.0,Verna,100000-109999,1400-1499,15-19.990000000000002,100-119
Mahindra,2009,300000,170000,Diesel,Individual,Manual,Third Owner,13.6,2523,63.0,7.0,Bolero,170000-179999,2500-2599,10-14.99,60-79
Toyota,2013,350000,100000,Petrol,Individual,Manual,Second Owner,16.78,1496,88.73,5.0,Etios,100000-109999,1400-1499,15-19.990000000000002,80-99
Mahindra,2011,400000,120000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7.0,Bolero,120000-129999,2500-2599,10-14.99,60-79
Volkswagen,2015,434999,50000,Diesel,Individual,Manual,First Owner,20.14,1498,88.8,5.0,Polo,50000-59999,1400-1499,20-24.990000000000002,80-99
Maruti,2015,260000,25000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,Alto,20000-29999,700-799,20-24.990000000000002,40-59
Maruti,2013,450000,24019,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5.0,Swift,20000-29999,1200-1299,20-24.990000000000002,60-79
Hyundai,2013,459999,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5.0,Verna,80000-89999,1500-1599,20-24.990000000000002,120-139
Maruti,2011,210000,100000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,5.0,Ritz,100000-109999,1200-1299,20-24.990000000000002,60-79
Maruti,2015,540000,93000,Petrol,Individual,Manual,Second Owner,20.85,1197,83.14,5.0,Swift,90000-99999,1100-1199,20-24.990000000000002,80-99
Maruti,2017,710000,50000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7.0,Ertiga,50000-59999,1200-1299,20-24.990000000000002,80-99
Maruti,2018,285000,22000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5.0,Alto,20000-29999,700-799,20-24.990000000000002,40-59
Hyundai,2019,990000,19600,Diesel,Individual,Manual,First Owner,22.1,1396,88.7,5.0,Creta,10000-19999,1300-1399,20-24.990000000000002,80-99
Tata,2017,362000,104000,Petrol,Individual,Manual,First Owner,15.64,1193,64.1,5.0,Indigo,100000-109999,1100-1199,15-19.990000000000002,60-79
Ford,2017,880000,33000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5.0,EcoSport,30000-39999,1400-1499,20-24.990000000000002,80-99
Mahindra,2017,700000,60000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7.0,TUV,60000-69999,1400-1499,15-19.990000000000002,100-119
Mahindra,2016,600000,60000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9.0,Bolero,60000-69999,2500-2599,15-19.990000000000002,60-79
Nissan,2015,700000,40000,Petrol,Individual,Manual,First Owner,13.24,1598,102.5,5.0,Terrano,40000-49999,1500-1599,10-14.99,100-119
Tata,2016,400000,60000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,5.0,Tiago,60000-69999,1000-1099,25-29.990000000000002,60-79
Hyundai,2010,165000,80000,LPG,Individual,Manual,First Owner,13.2,1495,93.7,5.0,Accent,80000-89999,1400-1499,10-14.99,80-99
Toyota,2007,350000,376412,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8.0,Innova,370000-379999,2400-2499,10-14.99,100-119
Maruti,2014,425000,80000,Petrol,Individual,Manual,Third Owner,16.02,1373,93.7,7.0,Ertiga,80000-89999,1300-1399,15-19.990000000000002,80-99
Hyundai,2012,180000,70000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,5.0,Santro,70000-79999,1000-1099,15-19.990000000000002,60-79
Maruti,2012,170000,90000,Petrol,Individual,Manual,Third Owner,20.92,998,67.1,5.0,Alto,90000-99999,900-999,20-24.990000000000002,60-79
Mahindra,2014,370000,183000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9.0,Bolero,180000-189999,2500-2599,15-19.990000000000002,60-79
Maruti,2018,800000,27000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5.0,Vitara,20000-29999,1200-1299,20-24.990000000000002,80-99
Ford,2017,900000,35000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5.0,EcoSport,30000-39999,1400-1499,20-24.990000000000002,80-99
Maruti,2013,390000,120000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5.0,Swift,120000-129999,1200-1299,20-24.990000000000002,60-79
Maruti,2014,445000,80000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5.0,Swift,80000-89999,1200-1299,20-24.990000000000002,60-79
Maruti,2014,459999,70000,Diesel,Individual,Manual,Fourth & Above Owner,23.4,1248,74.0,5.0,Swift,70000-79999,1200-1299,20-24.990000000000002,60-79
Maruti,2013,275000,55000,LPG,Individual,Manual,First Owner,14.4,998,61.7,5.0,Wagon,50000-59999,900-999,10-14.99,60-79
Maruti,2009,200000,120000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,5.0,Ritz,120000-129999,1200-1299,20-24.990000000000002,60-79
Maruti,2012,350000,72000,Petrol,Individual,Manual,Second Owner,17.5,1197,85.8,5.0,Swift,70000-79999,1100-1199,15-19.990000000000002,80-99
Tata,2007,95000,120000,Diesel,Individual,Manual,Second Owner,12.0,2092,127.0,7.0,New,120000-129999,2000-2099,10-14.99,120-139
Toyota,2014,550000,250000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5.0,Etios,250000-259999,1300-1399,20-24.990000000000002,60-79
Chevrolet,2016,900000,100000,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,9.0,Tavera,100000-109999,2400-2499,10-14.99,60-79
Tata,2013,350000,120000,Diesel,Individual,Manual,Second Owner,15.3,2956,83.83,7.0,Sumo,120000-129999,2900-2999,15-19.990000000000002,80-99
Hyundai,2014,455999,32000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5.0,Grand,30000-39999,1100-1199,15-19.990000000000002,80-99
Maruti,2008,129000,60000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5.0,Alto,60000-69999,700-799,15-19.990000000000002,40-59
Maruti,2017,254000,40000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5.0,Alto,40000-49999,700-799,20-24.990000000000002,40-59
Ford,2014,570000,48000,Diesel,Individual,Manual,First Owner,21.7,1498,98.96,5.0,Ecosport,40000-49999,1400-1499,20-24.990000000000002,80-99
Nissan,2018,840000,30000,Diesel,Individual,Manual,First Owner,19.87,1461,83.14,5.0,Terrano,30000-39999,1400-1499,15-19.990000000000002,80-99
Tata,2010,235000,100000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.1,7.0,New,100000-109999,2100-2199,10-14.99,120-139
Mahindra,2016,700000,50000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7.0,TUV,50000-59999,1400-1499,15-19.990000000000002,100-119
Hyundai,2018,528000,5000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5.0,Grand,0-9999,1100-1199,15-19.990000000000002,80-99
Jeep,2017,1500000,12000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,5.0,Compass,10000-19999,1900-1999,15-19.990000000000002,160-179
Mahindra,2016,560000,72000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9.0,Bolero,70000-79999,2500-2599,15-19.990000000000002,60-79
Mahindra,2016,600000,70000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9.0,Bolero,70000-79999,2500-2599,15-19.990000000000002,60-79
Chevrolet,2007,102000,50000,Petrol,Individual,Manual,Second Owner,15.26,1150,74.9,5.0,Aveo,50000-59999,1100-1199,15-19.990000000000002,60-79
Mahindra,2014,750000,70000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7.0,XUV500,70000-79999,2100-2199,15-19.990000000000002,140-159
Chevrolet,2010,148000,70000,Petrol,Individual,Manual,Third Owner,14.7,1150,76.0,5.0,Aveo,70000-79999,1100-1199,10-14.99,60-79
Maruti,2015,650000,50000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5.0,Baleno,50000-59999,1100-1199,20-24.990000000000002,80-99
Volkswagen,2012,310000,40000,Petrol,Individual,Manual,First Owner,16.47,1198,73.9,5.0,Polo,40000-49999,1100-1199,15-19.990000000000002,60-79
Hyundai,2014,480000,30000,Petrol,Individual,Manual,First Owner,19.1,1197,82.0,5.0,Xcent,30000-39999,1100-1199,15-19.990000000000002,80-99
Maruti,2018,320000,15000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5.0,Alto,10000-19999,700-799,20-24.990000000000002,40-59
Honda,2015,750000,40000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,5.0,City,40000-49999,1400-1499,15-19.990000000000002,100-119
Nissan,2017,370000,40000,Petrol,Individual,Manual,First Owner,19.49,1198,67.04,5.0,Micra,40000-49999,1100-1199,15-19.990000000000002,60-79
Maruti,2013,320000,60000,Petrol,Individual,Manual,Fourth & Above Owner,18.6,1197,85.8,5.0,Swift,60000-69999,1100-1199,15-19.990000000000002,80-99
Maruti,2013,420000,67000,Petrol,Individual,Manual,First Owner,18.6,1197,85.8,5.0,Swift,60000-69999,1100-1199,15-19.990000000000002,80-99
Maruti,2010,240000,60000,Petrol,Individual,Manual,Second Owner,17.5,1298,85.8,5.0,Swift,60000-69999,1200-1299,15-19.990000000000002,80-99
Datsun,2017,220000,60000,Petrol,Individual,Manual,First Owner,22.5,999,67.0,5.0,RediGO,60000-69999,900-999,20-24.990000000000002,60-79
Tata,2016,350000,30000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,Tiago,30000-39999,1100-1199,20-24.990000000000002,80-99
Honda,2018,675000,40000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5.0,Amaze,40000-49999,1400-1499,25-29.990000000000002,80-99
Toyota,2016,434999,50000,Petrol,Individual,Manual,Second Owner,18.16,1197,78.8,5.0,Etios,50000-59999,1100-1199,15-19.990000000000002,60-79
Honda,2006,125000,200000,Petrol,Individual,Automatic,Third Owner,13.1,1997,141.1,5.0,CR-V,200000-209999,1900-1999,10-14.99,140-159
Mahindra,2016,400000,14000,Petrol,Individual,Manual,Second Owner,18.15,1198,82.0,6.0,KUV,10000-19999,1100-1199,15-19.990000000000002,80-99
Chevrolet,2015,425000,70000,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,9.0,Tavera,70000-79999,2400-2499,10-14.99,60-79
Maruti,2010,311000,94000,Diesel,Individual,Manual,Second Owner,21.1,1248,75.0,5.0,Ritz,90000-99999,1200-1299,20-24.990000000000002,60-79
Chevrolet,2015,509999,197000,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,10.0,Tavera,190000-199999,2400-2499,10-14.99,60-79
Ford,2015,530000,79000,Diesel,Individual,Manual,Second Owner,25.83,1498,99.0,5.0,Figo,70000-79999,1400-1499,25-29.990000000000002,80-99
Skoda,2008,210000,120000,Diesel,Individual,Manual,Second Owner,18.7,1896,66.0,5.0,Octavia,120000-129999,1800-1899,15-19.990000000000002,60-79
Mahindra,2019,977000,30000,Diesel,Individual,Manual,First Owner,17.3,1497,121.0,8.0,Marazzo,30000-39999,1400-1499,15-19.990000000000002,120-139
Maruti,2018,440000,20000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,Wagon,20000-29999,900-999,20-24.990000000000002,60-79
Maruti,2018,440000,17000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,Wagon,10000-19999,900-999,20-24.990000000000002,60-79
Hyundai,2018,655000,20000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,i20,20000-29999,1100-1199,15-19.990000000000002,80-99
Renault,2016,295000,60000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,KWID,60000-69999,700-799,25-29.990000000000002,40-59
Hyundai,2007,65000,70000,Petrol,Individual,Manual,Third Owner,15.0,1086,66.6,5.0,Getz,70000-79999,1000-1099,15-19.990000000000002,60-79
Tata,2017,1200000,150000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7.0,Hexa,150000-159999,2100-2199,15-19.990000000000002,140-159
Tata,2017,1251000,35000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7.0,Hexa,30000-39999,2100-2199,15-19.990000000000002,140-159
Tata,2010,200000,60000,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,5.0,Indigo,60000-69999,1300-1399,20-24.990000000000002,60-79
Hyundai,2016,750000,40000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,5.0,i20,40000-49999,1300-1399,20-24.990000000000002,80-99
Maruti,2018,400000,60000,CNG,Individual,Manual,First Owner,26.6,998,58.16,5.0,Wagon,60000-69999,900-999,25-29.990000000000002,40-59
Honda,2017,475000,57000,Petrol,Individual,Manual,First Owner,17.8,1198,86.7,5.0,Amaze,50000-59999,1100-1199,15-19.990000000000002,80-99
Tata,2012,110000,120000,Diesel,Individual,Manual,Second Owner,17.8,1405,70.0,5.0,Indigo,120000-129999,1400-1499,15-19.990000000000002,60-79
Renault,2017,350000,30000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5.0,KWID,30000-39999,900-999,20-24.990000000000002,60-79
Maruti,2016,450000,175000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5.0,Swift,170000-179999,1200-1299,20-24.990000000000002,60-79
Tata,2010,150000,90000,Diesel,Individual,Manual,First Owner,17.0,1405,70.0,5.0,Indigo,90000-99999,1400-1499,15-19.990000000000002,60-79
Tata,2009,80000,110000,Diesel,Individual,Manual,Second Owner,17.2,1396,53.5,5.0,Indica,110000-119999,1300-1399,15-19.990000000000002,40-59
Hyundai,2015,430000,35000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5.0,i20,30000-39999,1100-1199,15-19.990000000000002,80-99
Toyota,2017,1450000,81000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,7.0,Innova,80000-89999,2300-2399,10-14.99,140-159
Chevrolet,2011,360000,100000,Diesel,Individual,Manual,First Owner,18.3,1991,147.9,5.0,Cruze,100000-109999,1900-1999,15-19.990000000000002,140-159
Tata,2017,1445000,60000,Diesel,Individual,Automatic,First Owner,17.6,2179,153.86,7.0,Hexa,60000-69999,2100-2199,15-19.990000000000002,140-159
Honda,2016,670000,60000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,5.0,City,60000-69999,1400-1499,25-29.990000000000002,80-99
Mercedes-Benz,2016,2000000,70000,Petrol,Individual,Automatic,First Owner,13.7,1991,183.0,5.0,GLA,70000-79999,1900-1999,10-14.99,180-199
Honda,2015,440000,50000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5.0,Amaze,50000-59999,1400-1499,25-29.990000000000002,80-99
Hyundai,2012,254999,90000,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,5.0,i20,90000-99999,1300-1399,20-24.990000000000002,80-99
Datsun,2018,530000,65000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,7.0,GO,60000-69999,1100-1199,15-19.990000000000002,60-79
Mahindra,2016,890000,40000,Diesel,Individual,Manual,Second Owner,16.0,1997,140.0,7.0,XUV500,40000-49999,1900-1999,15-19.990000000000002,140-159
Volkswagen,2013,280000,80000,Diesel,Individual,Manual,Second Owner,22.07,1199,73.9,5.0,Polo,80000-89999,1100-1199,20-24.990000000000002,60-79
Maruti,2017,725000,35000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,5.0,Swift,30000-39999,1100-1199,20-24.990000000000002,80-99
